"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_Gulli";"X.chaine_LaCinquième";"X.chaine_M6";"X.chaine_MonteCarloTMC";"X.chaine_NRJ12";"X.chaine_NT1";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1";"X.chaine_TFX"
"cours";0;0;0;0;1,18;0,33;0,2;1,39;0;0;0;0;0;0;0;0;0,67;1,22;0
"découvrir";0;0;0;0,68;1,32;2,64;0,2;0,69;0;23,81;5,29;0;0;6,1;3,5;0;2,45;1,82;0
"forme";0;0;0,39;0,68;1,03;0,66;0;0,69;3,77;0;1,06;0;0;0;0;1,8;3,12;0,3;0
"nom";0;1,04;0;0;0,15;0,33;0;0;0;0;0;0,28;0;0;0;0;0,89;0,61;0
"non";0;1,04;0,39;4,06;0,44;0,66;0;0,69;0;0;2,11;0,28;0;0;0;0;2,45;1,22;0
"nos";0;0;0,39;0;1,18;0,66;0;1,39;0;0;0;0;0;0;3,5;0;0,67;0;0
"en";28,57;20,79;0,77;16,91;27,81;21,77;1,76;26,41;16,95;47,62;14,8;19,21;31,59;15,24;10,49;5,41;12,48;20,05;0
"ex";0;0;4,25;0;0,15;0;0;0;0;0;0;1,67;2,06;0;0;0;0;0;0
"et";19,05;32,22;24,35;31,12;34,87;33,31;32,4;31,27;60,26;23,81;34,88;15,03;21,98;24,39;24,48;21,62;21,84;28,87;35,71
"marine";0;2,08;0;0;0;0;0;0;0;0;2,11;0,84;0;6,1;0;0;0,45;0;0
"toulouse";0;0;0;4,74;0,15;0;0,2;0,69;0;0;0;0;0;0;0;0;0;0,61;0
"message";0;0;0;0;0,29;0,66;0;0;0;0;0;0;0;0;6,99;0;0,45;0,61;0
"incroyable";0;0;0;0;0,15;0,99;0;0;0;0;0;0;0;0;0;1,8;2,67;0,3;0
"premier";0;3,12;1,55;2,71;0,88;1,98;0;3,47;3,77;0;3,17;2,23;0,69;3,05;0;0;1,56;0,91;0
"déguiser";0;0;0;0;1,32;0;0;1,39;0;0;2,11;0;0;0;0;0;0;0,61;0
"deux";0;3,12;1,16;1,35;1,03;3,3;0,39;0;5,65;23,81;1,06;0,84;0;0;0;0;0,22;2,13;0
"ligne";0;1,04;0;0;0,44;0;0;0;0;0;0;0;0;0;0;0;0,89;1,22;0
"étrange";0;0;0;0;0,74;1,65;0,39;0;0;0;0;0;0;3,05;0;3,6;6,24;1,22;0
"secrétaire";0;0;10,44;0;0,15;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0
"bruno";0;0;5,8;0;0,15;0;0;0;0;0;0;0,84;0;0;0;0;0;0,3;0
"leur";9,52;2,08;0;4,74;3,38;4,29;15,22;0,69;9,42;23,81;9,51;0,84;0,69;3,05;6,99;1,8;2,45;5,47;0
"3";0;0;0,77;0;0,59;0,66;0;0,69;0;0;0;1,39;0;3,05;0;0;0;0,91;0
"près_de";0;1,04;0;0;0,29;1,65;0;0,69;0;0;1,06;0,56;0;0;0;1,8;0;0,3;0
"maïa";0;0;0;0;0;0;0;0;0;0;0;10,3;0;0;0;0;0;0;0
"prétexte";0;0;0;0;0;0;15,03;0;0;0;0;0;0;0;0;0;0;0;0
"explication";0;0;0;0,68;0,59;0,66;0;0;0;0;0;0,56;0;0;3,5;0;0,45;0;0
"ami";0;0;0;2,03;0,29;2,97;0;0;5,65;0;4,23;0;0;0;0;0;0;0,3;0
"certains";0;0;0;0;0,29;0,99;0;0;0;0;0;0,56;0;0;0;1,8;2,01;0,91;0
"faire";19,05;2,08;1,93;4,06;6,33;9,89;1,56;4,86;1,88;23,81;9,51;2,23;0;6,1;0;1,8;5,12;3,34;11,9
"héros";0;1,04;0;0,68;0,74;0,33;0,2;1,39;0;0;0;0;0;0;0;0;0;0,3;0
"vendre";0;0;0;0;0,15;0,66;0,59;0;1,88;0;0;0,28;0;0;0;0;0;0,61;0
"loi";0;0;1,55;2,03;0;0;0;0,69;0;0;0;0,56;0;0;0;0;0;0;0
"giorgio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,23;0;0
"aile";0;0;0;0;0;0;5,07;0;0;0;0;0;0;0;0;0;0;0;0
"aimer";0;0;0;0,68;0,59;0,33;0;0;1,88;0;0;0,28;0;3,05;0;0;0;0,61;0
"vidéo";0;0;0,77;0,68;0,29;0,33;0;0,69;0;0;0;2,51;0,69;0;0;0;0,22;0,3;0
"réalité";0;0;0;2,71;0,44;0,33;0,59;0;5,65;0;0;0;0;3,05;0;0;0,89;0,61;0
"visage";0;0;0;0;0,59;0,33;0;0;0;0;0;0,28;0;3,05;0;0;0,67;0,61;0
"posséder";0;2,08;0;0;0,29;0,33;4,49;0;0;0;0;0;0;0;0;9,01;0,45;0;0
"diffuser";0;1,04;0;0;0,88;0;0;0;0;0;0;0,28;0;0;0;0;0;0,61;0
"cet";0;0;0;0;0,44;0,99;0,2;2,08;1,88;0;0;0;0;6,1;0;0;1,34;0,61;0
"ces";0;1,04;0,39;1,35;1,77;2,31;0;1,39;1,88;0;0;0,28;0;0;0;7,21;4,01;1,22;0
"base";0;0;0;0;0,15;1,65;0;0;0;0;0;0;0;0;0;5,41;0,45;0;0
"dire";0;2,08;0;0,68;1,32;0,66;0;0,69;0;0;2,11;0,28;0;3,05;0;0;0;0,3;0
"selon";0;0;0;0;0,15;0,66;0;0,69;0;0;0;0,56;0;0;0;7,21;5,57;0,61;11,9
"véritable";9,52;1,04;0;0;0;0,33;0,2;0;0;0;0;0;0;3,05;0;0;0,89;0,91;0
"aussi";0;0;0;2,71;0,44;1,32;5,07;3,47;0;0;1,06;0,84;2,06;3,05;0;0;0,45;0,91;0
"jour";0;0;0,39;1,35;0,88;0,99;0;0,69;3,77;0;0;1,11;0;6,1;3,5;0;0,67;0;0
"justice";0;0;2,71;0;0,15;0;0,2;0;0;0;0;0,56;0;0;0;0;0;0;0
"voler";0;0;0;0;0;1,32;5,07;0;3,77;0;0;0,28;0;0;0;0;0;0;0
"culture";0;0;0;0;1,47;0;0,2;0;0;0;0;0,84;0;0;6,99;3,6;1,78;0;0
"portrait";0;1,04;0;0;1,32;0;0;0;0;0;0;0;0;0;0;0;0;0,91;0
"effet";9,52;0;0;0;0,15;0,33;0;0,69;5,65;0;1,06;0,56;0;0;0;0;0,22;0;0
"planète";9,52;0;0;0,68;0,88;1,32;5,27;0,69;7,53;0;3,17;0,56;1,37;0;0;5,41;0,89;0,91;0
"grand";0;1,04;1,55;1,35;0,88;2,31;0,39;2,78;5,65;0;1,06;2,78;0;0;0;1,8;2,01;1,52;0
"000";0;0;0,39;0;0,44;1,65;0;0;0;0;0;0,28;0;0;0;0;0,67;0,3;0
"autres";0;0;0,39;0,68;1,77;0;5,27;0,69;0;0;0;0;0,69;0;6,99;5,41;2,23;0,3;0
"pierre";0;0;0;0,68;0,59;0,33;0;3,47;0;0;0;0,56;0;0;0;0;0,22;3,04;0
"jouer";0;1,04;0;0;0,59;0,99;0;0,69;0;0;2,11;0,28;0,69;0;0;0;0;0;0
"jamais";0;0;0,39;0;0,59;0;0;0,69;0;0;0;0;0;0;0;0;1,34;1,22;0
"être";28,57;23,91;16,62;16,24;22,95;30,67;27,13;28,49;20,72;23,81;33,83;20,6;35,71;33,54;31,47;41,44;39,66;22,49;23,81
"hapsatou";0;0;4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"univers";0;3,12;0;0,68;0,29;0,66;5,27;0;0;0;0;0;0;0;0;0;1,34;0,61;0
"info";0;0;1,93;1,35;0;0;0;2,08;0;0;0;1,67;0;0;0;0;0;0;0
"cryogénisé";0;0;0;0,68;0;0;0;0;0;0;0;0;28,85;0;0;0;0;0;0
"rester";0;0;0;0;0;0,99;0,2;0,69;0;0;2,11;0;0;3,05;0;0;2,23;0,91;0
"visite";0;1,04;0;0;0,74;0,33;0;0;1,88;0;0;0,28;0;3,05;0;5,41;1,56;0,3;0
"structure";0;0;0;0;0,15;0;0;0;0;0;0;0;0;0;0;0;2,23;0;0
"e";0;3,12;4,25;5,41;2,65;1,65;20,3;2,08;0;0;4,23;8,35;0;0;0;0;0,22;0,3;0
"utiliser";0;0;0;0;0,88;1,32;0,2;0;0;0;0;0,56;0;0;0;1,8;1,11;0;0
"rencontre";0;0;0;0,68;1,18;0;0;0;0;0;0;0,84;0;0;0;3,6;1,11;1,82;0
"suite";0;0;3,48;0;0,44;0,66;0;0;0;0;0;0,28;0;0;0;0;0,22;0,61;0
"scientologie";0;0;0;0;2,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"élection";0;7,28;0,39;0;0;0;0;0;0;0;0;1,39;0;0;0;0;0;0;0
"témoignage";0;0;0,77;1,35;1,77;0;0;1,39;0;0;0;0,28;0;3,05;0;0;0;2,13;0
"cela";0;1,04;0;0;0,59;0,33;0;0;0;0;1,06;0;0;0;0;1,8;0,45;0,3;0
"gens";0;0;4,25;0;0,29;0;0;0;0;0;0;0,28;0;0;0;1,8;0,22;0,91;0
"danger";0;0;0;0;0,29;0;5,07;0;0;0;0;0;0;0;0;0;0;0,3;0
"volant";0;0;0;0;0;1,65;0,2;2,78;3,77;0;3,17;0,28;0;0;0;0;0,89;0,61;0
"entrer";0;0;0;0,68;0,15;0;0;0;5,65;0;0;0,56;0;0;3,5;0;1,11;0;0
"heure";0;0;0;1,35;0,15;0;0;6,25;0;0;1,06;0;0;0;0;0;0;0;0
"également";0;0;0,39;0;0,44;0;0;0;0;0;1,06;0,56;0;0;0;0;0,45;0,3;0
"rencontrer";0;0;0;0;0,44;0,66;0;0;1,88;0;0;0;0;0;0;0;1,11;0,91;0
"représentant";0;0;0;0;0;0,33;0;0;0;0;0;0;0;0;0;0;2,23;0;0
"avocat";0;1,04;6,18;0;0,29;0;0;0,69;0;0;0;1,11;0;0;0;0;0;0;0
"université";0;0;0;4,74;0,88;0;0;0;0;23,81;1,06;0,28;0;0;0;0;0;0,3;0
"nous";0;0;0,77;1,35;2,8;2,31;0;0,69;0;0;5,29;0,28;0;3,05;27,97;0;4,46;2,43;0
"médecin";0;0;4,25;0;0,88;0;0;0;0;0;0;0,28;0;0;0;0;0;0,3;0
"réaliser";9,52;0;0;0;1,03;0;0,2;0;0;0;0;0,56;0,69;0;0;0;0,22;0,3;0
"trouver";0;0;0;0;1,03;0,66;0,2;0;3,77;0;1,06;0;1,37;0;0;0;2,67;1,52;0
"mohammed";0;0;4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"média";0;0;1,16;0;0,15;0,66;0;0;0;0;0;1,95;0;0;0;0;0;0;0
"preuve";0;0;0;0;0,59;0;0;0;0;0;1,06;0;0;0;0;3,6;6,02;1,22;0
"luc";0;1,04;8,89;0;0,44;0;0;0,69;0;0;0;0,56;0;0;0;0;0;0,61;0
"lui";9,52;1,04;0;0,68;2,06;1,98;0,59;1,39;3,77;0;1,06;0,56;0,69;9,15;0;0;2,67;4,56;0
"carrière";0;0;0;0,68;0,44;0,66;0;0;0;0;0;0;0;0;0;0;0;1,52;0
"examiner";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,34;0,3;0
"femme";0;1,04;0;0,68;1,32;1,98;0;0;0;0;4,23;0,84;0;0;0;0;0;0,91;0
"persuader";0;0;0;0;0,15;0,66;0,59;0;1,88;0;5,29;0;0;0;0;0;0;1,22;0
"général";0;0;10,44;0;0,74;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0
"he";0;1,04;0;0,68;0,59;0,33;0;2,08;0;0;0;0;0;3,05;0;0;0;0,3;0
"étude";0;0;0;2,71;1,03;0,66;0;0;0;0;2,11;0,28;0;0;0;0;0;0,3;0
"laporte";0;0;4,64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chercher";0;0;0;0,68;0,29;0,66;0,78;0;5,65;0;0;0;0;0;0;1,8;0;0,91;0
"homme";0;0;0,77;6,09;1,47;2,97;0;4,86;0;23,81;3,17;1,11;0;0;0;5,41;3,79;1,82;11,9
"star";0;0;0;0,68;0,88;0,33;0,2;0;0;0;0;0,56;0;6,1;0;0;0;0,3;0
"fois";0;2,08;0,39;0;0,59;1,32;0;1,39;0;0;2,11;0,28;0;0;0;0;0,45;1,22;0
"aider";9,52;0;0;0;0,29;0;0,2;0;5,65;0;1,06;0,56;0;0;0;0;0;0;0
"aux";9,52;12,47;0,39;8,12;5,88;1,65;0;1,39;13,18;0;6,34;6,12;0,69;6,1;0;7,21;5,12;3,04;0
"siècle";0;0;0;0;0;0,66;0;0;0;0;0;0;0;0;0;3,6;1,34;0,3;0
"voix";0;2,08;0;0;0;1,98;0;0;0;0;2,11;1,39;0;0;0;0;0;0,61;0
"réputation";0;0;0;11,5;0;0;0;0;0;0;2,11;0;0;0;0;0;0;0;0
"voir";9,52;3,12;0,39;2,71;1,91;1,32;0,2;0;3,77;23,81;4,23;0,56;0,69;3,05;13,99;1,8;0,45;4,25;0
"légende";0;0;0;0;0;0;0;1,39;0;0;0;0;0;0;0;5,41;0,89;0,91;0
"force";0;0;0,77;0;0,29;0,33;0;0,69;0;0;1,06;0,28;0;0;0;1,8;0;0,3;11,9
"histoire";0;2,08;0;0;0,88;0,66;0;1,39;0;0;1,06;1,11;0;0;0;3,6;3,57;0,91;0
"propre";0;0;0;0;0,59;0,66;5,07;0,69;0;0;0;0;0;3,05;0;1,8;0,45;0,91;0
"nes";0;0;0;0;0,88;0,99;0,2;0;1,88;0;0;1,11;0;0;0;0;0;0;0
"aujourd_hui";0;0;0;0;1,18;0,66;5,07;3,47;1,88;0;2,11;0,28;0;3,05;10,49;1,8;1,56;0,61;0
"mes";0;0;0;0;0,15;0,66;0;0;0;0;0;0;0;0;6,99;0;0,67;0,61;0
"omar";0;0;0;0;0;0;0;0;0;0;0;3,62;0;0;0;0;0;0;0
"quotidien";0;0;0,77;0,68;1,18;0;0;0,69;0;0;1,06;0,28;0;0;0;0;0;0;0
"géant";0;0;0;0;0;0,33;0,2;2,08;0;0;0;0;0;0;0;0;2,01;0;0
"suggérer";0;1,04;0;0;0;0;0;0;0;0;0;0;0;0;0;3,6;2,23;0;0
"afin";0;1,04;0;0;0;0,66;0;0;0;0;3,17;0,28;0;0;0;0;0,22;0,3;11,9
"famille";0;0;0;1,35;1,47;0,99;0,59;0;0;0;0;0;0;0;0;0;0;1,52;0
"vivre";0;0;0;1,35;2,5;0,33;0;0;0;0;0;0,56;0;6,1;0;1,8;0,89;1,22;0
"comportement";0;0;5,41;0;0;0;0;0;0;0;1,06;0;0;0;0;0;0;0,3;0
"créer";0;1,04;0;2,03;0,59;0;0;0;9,42;0;0;0,28;0;3,05;0;0;0;0;0
"acteur";0;0;0;0,68;0,29;0,66;0;0;0;0;0;7,24;0;0;0;0;0;0,3;0
"sauver";0;0;0;0;0;0,99;9,76;0,69;3,77;0;2,11;0;0;0;0;0;0;0,3;0
"entraîner";0;0;0;0;0;0;5,07;0;0;0;0;0;0;0;0;0;0;0,3;0
"école";0;0;0;4,74;0,74;0;0;0,69;0;0;0;0,28;0;3,05;0;0;0;0,3;0
"cabrol";0;0;0;0;0;0;0;0;0;0;0;3,06;0;0;0;0;0;0;0
"02";0;1,04;0,77;0;0;0;0;0;0;0;0;3,34;0;0;0;0;0;0,91;0
"voyage";0;0;4,25;0;0,59;1,32;0;0,69;0;0;0;0,56;0;0;0;0;0;0,61;0
"00";0;1,04;6,96;0,68;0;0;0;0;0;0;0;2,23;0;0;0;0;0;0;0
"01";0;0;2,32;0;0;0;0;0;0;0;0;3,9;0;0;0;0;0;0,3;0
"06";0;0;0,77;1,35;0;0;0;0;0;0;0;1,67;0;0;0;0;0;1,52;0
"07";0;0;2,32;0;0;0;0;0;0;0;0;1,95;0;0;0;0;0;2,73;0
"04";0;0;1,55;0;0;0;0;0;0;0;0;2,78;0;0;0;0;0;1,22;0
"05";0;1,04;3,09;0;0;0;0;0;0;0;0;1,95;0;0;0;0;0;2,13;0
"08";0;0;1,55;0;0,88;0;0;0;0;0;0;0,84;0;0;0;0;0;1,22;0
"09";0;0;1,55;1,35;0;0;0;0;0;0;0;2,23;0;0;0;0;0;1,22;0
"une";19,05;8,32;3,09;10,15;16,48;18,47;33,96;10,42;9,42;23,81;31,71;9,19;8,24;24,39;3,5;14,41;17,38;17,32;23,81
"scientifique";0;0;0;1,35;1,62;0,99;0,2;1,39;0;0;0;0,28;0;0;6,99;5,41;1,78;1,52;0
"servir";0;0;0;0;0,44;0,33;0,2;0;0;0;0;0;0;0;0;1,8;1,11;0;0
"il";0;8,32;4,25;2,71;12,36;14,84;11,9;5,56;1,88;47,62;13,74;8,35;32,97;27,44;3,5;12,61;11,59;12,15;11,9
"théoricien";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,81;4,9;0;0
"quand";0;0;0;2,03;1,18;0,66;0,2;1,39;0;0;3,17;0;0;6,1;0;0;0;0;0
"livre";0;5,2;0,39;7,44;1,03;1,32;0;0;0;0;0;2,23;0;0;0;0;0,67;0,3;0
"elle";28,57;7,28;0;0,68;9,42;2,31;0;1,39;3,77;0;6,34;4,45;0;12,2;6,99;1,8;2,23;10,33;0
"revel";0;0;4,64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"super";0;0;0;1,35;0,15;0;10,73;2,78;0;0;0;0;0;0;0;0;0;0;0
"magazine";0;0;0,39;0,68;0,88;0;0;2,08;0;0;0;0,28;0;0;0;0;0;0;0
"lieu";9,52;0;0;0;0,44;0,66;0;0;5,65;0;1,06;0;0;0;0;0;0,22;1,22;0
"très";0;1,04;0;1,35;2,5;4,62;0;1,39;0;23,81;3,17;0,56;0;0;0;0;0,45;1,22;11,9
"mystérieux";0;0;0;0;0,29;0,66;0;0;0;0;0;0;0,69;0;0;3,6;2,45;0,3;0
"petit";0;0;0;0,68;2,94;4,62;30,44;5,56;0;0;4,23;2,78;0;0;0;0;0;3,95;0
"décider";0;0;0;0;0,44;0,33;0;0;3,77;23,81;3,17;0,28;2,06;0;0;0;0;1,52;0
"handicapé";0;0;0;0;1,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"corbière";0;0;5,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dieu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,6;2,23;0,61;0
"mazaurette";0;0;0;0;0;0;0;0;0;0;0;11,41;0;0;0;0;0;0;0
"laure";0;0;0;0;0,15;0;0;0;0;0;0;0;0;0;0;0;0;3,34;0
"ville";0;1,04;0;0;0,29;0,66;0,2;0,69;1,88;0;1,06;0,28;0,69;0;0;0;0,45;0,3;0
"etats";0;1,04;0;0,68;0,29;0,33;0;0;5,65;0;0;0,56;0;0;0;1,8;0,45;0,61;0
"père";0;0;0;0;0,74;0,66;0;1,39;0;0;0;0;2,06;0;0;0;0;1,22;0
"bon";0;0;0;0;1,18;0,33;0;1,39;0;0;1,06;0,56;0;3,05;0;0;0;0,3;0
"margot";0;0;0;7,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"équipe";0;0;0,39;0;0,29;0,99;0;0,69;1,88;0;1,06;1,95;1,37;0;0;0;0,22;0,91;0
"vous";0;1,04;5,8;0;3,38;0;0;1,39;0;0;1,06;0,28;0;6,1;0;0;0;0,61;0
"sous";9,52;1,04;0;0;0,59;0,33;0;0;0;0;0;0;0;0;3,5;0;1,78;0,61;0
"clair";19,05;0;0;0,68;0,15;1,32;0;0;0;0;0;0;0;0;0;0;0;0,61;0
"mal";0;1,04;0;0;0,74;0,33;0;0;0;0;1,06;0,28;0;0;0;0;0;0,61;0
"avant";0;0;0,39;1,35;1,18;0,66;0;1,39;1,88;0;0;0;0;3,05;0;0;0;0,3;0
"spécialiste";0;13,51;0;0;1,18;0;0;0,69;0;0;1,06;4,18;0;0;0;3,6;0;0,61;0
"mais";0;0;0,39;3,38;2,35;3,3;6,44;4,17;5,65;0;2,11;0,56;0,69;12,2;0;0;2,9;3,65;0
"main";0;1,04;0;0;0,15;1,98;0;0;0;0;0;0,28;0;0;0;0;0;0,61;0
"ancien";0;1,04;13,53;0;1,03;0,99;4,49;2,08;0;0;1,06;1,67;0;0;13,99;12,61;13,59;1,82;0
"agir";0;0;0;0;0,15;1,32;0,59;0,69;0;0;1,06;0,56;0;3,05;0;1,8;0,89;0,91;0
"11";0;1,04;1,16;0,68;0,15;0,33;0;0;0;0;0;3,06;0;0;0;0;0,22;0,91;0
"10";0;1,04;1,16;0;0,15;0,66;0;0;0;0;0;1,39;0;0;0;0;0;1,82;0
"13";0;2,08;0,77;0;0,15;0,33;0;2,08;0;0;0;1,67;0;0;0;0;0;0,3;0
"12";0;1,04;1,16;0,68;1,18;0;0;0;0;0;0;2,78;0;0;0;0;0;0,91;0
"15";0;1,04;1,16;0,68;0,15;0;0;0,69;0;0;0;3,34;0;0;0;0;0;0,3;0
"17";0;0;1,16;0,68;1,18;0;0;0;0;0;0;1,11;0;0;0;0;0;0;0
"16";0;1,04;1,55;0,68;0,29;0;0;0,69;0;0;0;1,67;0;0;0;0;0;0;0
"19";0;1,04;0;20,3;0;0;0;1,39;0;0;0;22,83;0;0;0;0;0;1,52;0
"18";0;0;0;0;0,15;0;0;1,39;0;0;0;1,39;0;0;0;0;0;0,61;0
"trace";0;4,16;0;0;0,29;0,33;0;0;0;0;0;0;0;0;0;0;0,45;0,3;0
"extraire";0;0;2,32;2,71;1,03;0,33;0;8,34;0;0;4,23;14,48;0;0;0;0;0;7,9;0
"nouveau";0;3,12;0,77;3,38;1,77;1,32;0,2;2,78;5,65;0;3,17;3,06;28,85;3,05;0;1,8;2,45;0,61;23,81
"débarquer";0;0;0;0;0,15;1,98;0,2;0;0;0;1,06;0,28;0;0;0;0;0;0,61;0
"parent";0;0;0;2,03;2,35;0,66;5,07;0,69;0;0;1,06;0,28;0;0;0;0;0;0,3;0
"je";0;0;0;0,68;0,74;1,32;0;0;0;0;0;0;0;0;0;0;0;0,3;0
"lopez";0;0;5,41;0;0;0;0;1,39;0;0;0;0;0;0;0;0;0;0;0
"rugby";0;0;4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tous";0;2,08;1,16;0,68;2,65;3,96;5,07;2,78;0;0;0;1,67;0;6,1;0;0;0,22;1,22;0
"tout";0;1,04;0,39;0;4,56;2,64;0,2;2,78;5,65;0;4,23;0,84;0,69;0;0;1,8;2,23;3,34;0
"côté";0;1,04;0,39;0;0,44;1,65;5,07;0;1,88;0;1,06;0;0;0;0;0;0,45;1,52;0
"capable";0;0;0;0;0;0,99;0,39;0;0;0;0;0;0;0;0;0;1,11;0;0
"lorsque";0;0;0;0;0,15;1,32;5,27;0;0;0;1,06;0;0;0;0;0;0,45;0,3;0
"mars";0;0;0,39;0;1,18;0;0,2;0,69;0;0;0;0,56;0;0;0;1,8;0;0,61;0
"delage";0;0;5,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pas";9,52;1,04;5,41;1,35;4,27;3,3;10,73;6,95;3,77;0;4,23;2,51;0;0;0;3,6;2,67;3,34;0
"new_yorkais";0;0;0;0,68;0;0;0;0;0;0;0;0;28,85;0;0;0;0;0;0
"4";0;0;0;0;0,29;0,33;0,78;0;0;0;0;0,56;0;0;0;0;0;0,61;0
"davant";0;0;0;0;1,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mot";0;0;0;0;0,29;0,99;0;2,08;0;0;2,11;0;0;0;0;0;0,22;0;0
"christine";0;0;4,64;0;0,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rappeler";0;0;0,39;0;0,88;0;0,2;0;0;0;1,06;0;0,69;0;0;0;0,22;0,61;0
"ex_membre";0;0;4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"fils";0;0;0;0;0,15;0;0;0,69;0;0;2,11;0,28;2,06;0;0;0;0;0,91;0
"citation";0;1,04;10,05;0,68;0;0;0;0;0;0;0;1,11;0;0;0;0;0;0;0
"pourquoi";0;0;0,39;0;0,74;1,32;0;0;0;0;0;0,28;0;0;3,5;0;0,89;0,3;0
"film";0;0;0;1,35;3,09;2,31;0;0;0;0;3,17;3,06;0;0;0;0;0,22;3,34;0
"important";0;0;0;0;0,59;0;0;0,69;0;0;0;0;0;0;0;0;1,11;0,3;0
"revenir";0;0;0,39;2,03;0,74;0,99;0;0;0;0;1,06;1,39;0;0;0;0;2,23;1,22;0
"révéler";0;0;0,39;0;0,15;1,32;0;0;0;0;0;0;0;0;3,5;0;2,23;0,3;0
"public";0;1,04;0;0;1,18;0,33;0;0,69;0;0;0;0;0;0;0;0;0,22;0,61;0
