"";"X.typedemission_Collectiondémissionscomposites";"X.typedemission_Collectiondémissionssimples";"X.typedemission_Emissioncomposite";"X.typedemission_Emissionsimple";"X.typedemission_Emissionsimpleincluse";"X.typedemission_Episodeoupartiedunprogramme";"X.typedemission_Episodeoupartiedunprogrammeinclus";"X.typedemission_Tranchehoraire";"X.typedemission_Tranchehoraireincluse"
"marc";-0,0067;-0,1076;3,1555;0,3227;-2,3253;-0,3562;-0,3809;-0,0819;-0,0045
"on";-0,0343;-0,5526;0,9598;3,8324;-4,4291;-0,6653;-1,956;1,1419;-0,0232
"laëtitia";-0,0067;-0,1076;-1,4299;6,6168;-2,3253;-0,3562;-0,3809;-0,0819;-0,0045
"devant";-0,0044;-0,0717;0,2109;-0,318;-0,4175;1,0183;-0,2539;0,9277;-0,003
"pour";-0,2354;0,4393;0,7009;-1,2517;0,387;-0,6022;1,5709;-0,2902;-0,1593
"animal";-0,0102;-0,165;-0,8523;2,9261;-0,5716;-0,5462;-0,584;-0,1256;-0,0069
"pyramide";-0,0062;-0,1004;-1,3345;6,1756;-2,1703;-0,3325;-0,3555;-0,0764;-0,0042
"robot";-0,0165;-0,2655;-2,524;8,4343;-2,2605;-0,3902;-0,9396;-0,202;-0,0111
"comme";-0,0632;-0,2304;-5,7836;-2,6684;5,9511;-0,6427;3,3455;0,5819;-0,0428
"temps";-0,012;-0,1937;-0,7163;2,3719;-1,697;0,7658;-0,2663;-0,1474;-0,0081
"oeil";-0,0058;-0,0933;0,3121;-0,3343;-0,3766;1,5405;-0,3301;-0,071;-0,0039
"david";-0,0133;-0,2152;3,7126;0,3993;-2,0334;-0,7125;-0,7618;-0,1638;-0,009
"façon";-0,0044;0,8174;1,5104;-0,6271;-0,8267;-0,2375;-0,2539;0,9277;-0,003
"envoyer";-0,0071;0,634;0,4088;-0,9453;0,4676;0,2343;-0,4062;0,7395;-0,0048
"voyage";-0,0125;-0,2009;1,4487;0,5338;-4,3411;0,3533;1,1446;-0,1529;-0,0084
"06";-0,0053;-0,0861;5,407;-0,88;-1,8602;-0,285;-0,3047;-0,0655;-0,0036
"chien";-0,0076;-0,122;-0,4945;-1,5842;3,1815;-0,4037;-0,4316;0,7158;-0,0051
"face";-0,0085;0,5696;-0,3298;0,6623;-0,8767;-0,4512;0,5317;0,6727;-0,0057
"rouge";-0,0049;0,7795;-0,2026;0,4389;-0,2448;-0,2612;-0,2793;-0,06;-0,0033
"montrer";-0,0067;-0,1076;-0,3881;1,2813;-0,5281;0,2521;-0,3809;-0,0819;-0,0045
"lala";-0,0062;-0,1004;-1,3345;-2,7349;-2,1703;-0,3325;-0,3555;26,6975;-0,0042
"tenter";-0,0445;-0,7179;-8,1317;7,8128;-0,9479;-0,2531;0,2969;-0,5463;-0,0301
"attaquer";-0,0044;-0,0717;-0,9532;0,9583;0,4549;-0,2375;-0,2539;-0,0546;-0,003
"télévision";-0,0062;-0,1004;2,6642;-0,4142;-2,1703;-0,3325;0,728;-0,0764;-0,0042
"quitter";-0,0454;0,3014;-4,1391;-9,708;11,0732;-1,0611;5,364;-0,5572;-0,0307
"astrobiologiste";-0,0067;-0,1076;10,5841;-2,9303;-2,3253;-0,3562;-0,3809;-0,0819;-0,0045
"inviter";-0,0245;-0,3947;19,8264;-2,1457;-8,5293;-1,3065;-1,3969;0,3017;-0,0166
"ce";0,7754;0,4718;0,396;6,1521;-7,2784;0,6092;-2,1091;-0,2128;-0,054
"seuil";-0,0062;-0,1004;9,8783;-2,7349;-2,1703;-0,3325;-0,3555;-0,0764;-0,0042
"après";-0,0793;-1,2786;-5,9941;0,5794;2,7166;-0,7971;2,2042;-0,973;-0,0537
"ados";-0,0369;-0,5957;-5,5608;-16,2252;16,2253;-1,9721;6,8083;-0,4534;-0,025
"éléphant";-0,012;-0,1937;-2,5741;-5,2751;14,1172;-0,6412;-0,6856;-0,1474;-0,0081
"site";-0,0156;-0,2511;0,4162;2,031;-5,4267;2,6652;-0,8888;-0,1911;-0,0105
"paul";-0,0294;-0,4737;20,7748;-2,555;-8,7687;-0,2748;-1,6764;-0,3605;-0,0199
"politique";-0,0147;-0,2368;11,2288;-0,9861;-5,1165;-0,7838;-0,838;-0,1802;-0,0099
"crise";-0,0058;-0,0933;4,8555;-1,0138;-2,0152;0,2935;-0,3301;-0,071;-0,0039
"manège";-0,0049;-0,0789;-0,2026;0,7692;-0,2448;-0,2612;-0,2793;-0,06;-0,0033
"imedia";0,3569;-2,3154;-24,2379;0,8721;13,3254;-3,1502;0,4199;1,9081;0,489
"hier";-0,0058;-0,0933;9,1725;-2,5395;-2,0152;-0,3087;-0,3301;-0,071;-0,0039
"alliance";-0,0076;-0,122;-0,4945;4,843;-2,6354;-0,4037;-0,4316;-0,0928;-0,0051
"catherine";-0,0111;-0,1794;-0,9816;5,0129;-3,8759;0,8374;-0,6348;-0,1365;-0,0075
"lune";-0,0058;-0,0933;0,6132;-0,3343;-2,0152;-0,3087;2,3096;0,8217;-0,0039
"nommer";-0,0044;-0,0717;0,2109;0,2847;-0,1876;0,3755;-0,2539;-0,0546;-0,003
"milieu";-0,0053;-0,0861;-0,5478;0,3445;-0,308;0,8821;-0,3047;0,8538;-0,0036
"participer";-0,0053;-0,0861;0,3653;-0,5026;0,2942;0,8821;-0,3047;-0,0655;-0,0036
"seul";-0,0125;0,4314;-0,4832;1,0226;-0,6584;0,3533;-0,2818;-0,1529;-0,0084
"survivre";-0,0076;-0,122;-1,6206;-1,5842;5,9945;-0,4037;-0,4316;-0,0928;-0,0051
"tamaran";-0,0361;-0,5814;-7,7259;-15,834;17,1324;-1,9245;6,9882;-0,4424;-0,0244
"mauvais";-0,0071;-0,1148;2,1959;0,2587;-1,0039;-0,38;-0,4062;-0,0873;-0,0048
"chez";-0,0169;-0,2726;3,3959;-0,3272;-2,3711;0,4824;-0,4479;-0,2075;-0,0114
"chef";-0,0085;-0,1363;2,8543;0,424;-1,984;-0,4512;-0,4824;-0,1037;-0,0057
"hors";-0,0138;0,3971;-2,0204;-6,0569;10,2117;-0,298;-0,7872;0,4911;-0,0093
"communauté";-0,0067;-0,1076;0,8049;1,2813;-1,454;-0,3562;-0,3809;-0,0819;-0,0045
"servir";-0,0174;-0,2798;-3,7185;-1,5718;9,6107;-0,9263;-0,9904;-0,2129;-0,0117
"appeler";-0,0067;0,6586;0,4675;0,3227;-2,3253;2,1673;-0,3809;-0,0819;-0,0045
"falloir";-0,0116;3,0953;-1,0477;0,4891;0,2674;-0,2262;-0,6602;-0,142;-0,0078
"soucoupe";-0,008;0,5897;-1,7159;-0,793;3,5685;-0,4275;-0,457;-0,0983;-0,0054
"interview";-0,0396;-0,6388;22,6606;-1,3801;-9,8164;-1,336;-2,2611;-0,4862;-0,0268
"nombre";-0,0053;-0,0861;0,7041;1,0004;-1,8602;0,3177;-0,3047;-0,0655;-0,0036
"pizza";-0,0196;-0,3157;-4,1954;17,5214;-5,5241;-1,0451;-1,1174;-0,2403;-0,0133
"rire";-0,0058;0,7139;-1,2392;4,3559;-2,0152;-0,3087;-0,3301;-0,071;-0,0039
"l";1,157;1,3741;2,0129;-0,677;0,6406;-0,834;-3,6331;-1,0103;-0,4614
"alexis";-0,0058;-0,0933;-1,2392;5,7344;-2,0152;-0,3087;-0,3301;-0,071;-0,0039
"survivant";-0,008;-0,1291;-1,7159;5,2348;-2,7904;0,6053;-0,457;-0,0983;-0,0054
"enlever";-0,0071;-0,1148;-1,5252;-0,5929;1,5893;1,3;-0,4062;-0,0873;-0,0048
"responsable";-0,0053;-0,0861;-0,5478;0,6192;-1,0715;2,5522;-0,3047;-0,0655;-0,0036
"prendre";-0,0445;-0,7179;-2,972;7,8128;-1,7888;0,787;-2,5408;-0,5463;-0,0301
"alors";-0,028;-0,4521;-3,1487;5,5138;-2,5094;0,3633;0,833;-0,3441;-0,019
"livreur";-0,0191;-0,3085;-4,1;17,0897;-5,3785;-1,0213;-1,092;-0,2348;-0,013
"état";-0,0098;-0,1578;-0,4627;3,2645;-2,392;0,4837;-0,5586;-0,1201;-0,0066
"plaindre";-0,0044;-0,0717;0,2109;-0,6271;0,8224;0,3755;-0,2539;-0,0546;-0,003
"grave";-0,0481;-0,7753;-8,8633;-16,5197;18,7294;-2,5666;9,5708;-0,59;-0,0325
"avouer";-0,0044;-0,0717;-0,9532;-0,6271;-0,1876;4,0681;-0,2539;-0,0546;-0,003
"de";0,2852;0,3409;5,6556;18,8228;-23,1661;0,4641;-14,3346;-1,4014;-0,2742
"du";0,3283;-0,4953;12,5124;13,1016;-36,6219;-0,8965;-4,0992;-2,4311;-0,1864
"malgré";-0,0093;-0,1507;-2,0019;-2,1956;4,7738;1,0087;-0,5332;-0,1146;-0,0063
"déage";-0,0044;-0,0717;7,0554;-1,9534;-1,5501;-0,2375;-0,2539;-0,0546;-0,003
"bien";-0,0659;-0,25;-9,2273;-4,3807;11,9043;-0,9981;3,5468;-0,8088;1,0105
"auteur";-0,0249;-0,4019;16,0964;-1,5728;-5,2859;-1,3303;-1,4223;-0,3058;-0,0169
"bras";-0,0044;-0,0717;0,504;-0,318;-1,5501;2,8874;-0,2539;-0,0546;-0,003
"ils";0,4706;-1,4104;-18,3871;-9,4742;20,4095;1,0446;8,3194;-2,2013;-0,1214
"thierry";-0,0111;-0,1794;1,367;2,3601;-3,8759;-0,5937;-0,6348;-0,1365;-0,0075
"carbonnier";-0,0178;-0,287;28,2383;-7,816;-6,2023;-0,9501;-1,0158;-0,2184;-0,012
"bunny";-0,0071;-0,1148;-1,5252;-2,1218;-2,4803;-0,38;-0,4062;24,6284;1,9573
"raid";-0,0067;-0,1076;-1,4299;6,6168;-2,3253;-0,3562;-0,3809;-0,0819;-0,0045
"déclaration";-0,0111;-0,1794;7,6459;-0,5802;-3,8759;-0,5937;-0,6348;-0,1365;-0,0075
"contact";-0,0125;-0,2009;-0,4832;3,178;-3,2266;0,3533;0,3211;-0,1529;-0,0084
"the";-0,0085;-0,1363;1,6703;0,6623;-1,3366;-0,4512;-0,4824;-0,1037;-0,0057
"poser";-0,008;-0,1291;0,3131;-0,2964;0,5547;-0,4275;-0,1382;-0,0983;-0,0054
"lci";-0,0098;-0,1578;1,7368;1,6161;-3,4107;-0,5225;-0,5586;-0,1201;-0,0066
"bord";-0,0062;0,6852;-0,6875;-1,1515;1,501;-0,3325;0,728;-0,0764;-0,0042
"loin";-0,0053;0,7452;-0,245;-0,2615;-0,5979;1,6373;-0,3047;-0,0655;-0,0036
"connaître";-0,0142;1,0162;-0,2578;3,1635;-4,9614;0,6177;-0,8126;-0,1747;-0,0096
"peupler";-0,0116;-0,1865;-1,6104;8,4469;-2,9461;-0,6175;-0,6602;-0,142;-0,0078
"commencer";-0,0125;-0,2009;0,5126;2,1434;-3,2266;0,733;-0,711;-0,1529;-0,0084
"occasion";-0,008;-0,1291;1,8269;1,1295;-2,7904;-0,4275;-0,457;-0,0983;-0,0054
"sujet";-0,0151;-0,2439;2,9823;1,1575;-3,1963;-0,8075;-0,8634;-0,1856;-0,0102
"rentrer";-0,0053;-0,0861;-0,245;0,3445;0,2942;0,3177;-0,3047;-0,0655;-0,0036
"zone";-0,0049;-0,0789;2,7467;-0,7509;-0,9478;0,3449;-0,2793;-0,06;-0,0033
"donner";-0,0151;-0,2439;-0,5024;1,467;-0,5736;0,5682;-0,8634;-0,1856;-0,0102
"partager";-0,0053;-0,0861;1,7433;0,3445;-1,8602;0,3177;-0,3047;-0,0655;-0,0036
"quelques";-0,0102;-0,165;-0,5105;2,3531;-1,8064;-0,1858;0,422;-0,1256;-0,0069
"urgentiste";-0,0053;-0,0861;-0,5478;3,948;-1,8602;-0,285;-0,3047;-0,0655;-0,0036
"gilet";-0,0098;-0,1578;-2,0973;9,7055;-3,4107;-0,5225;-0,5586;-0,1201;-0,0066
"ciel";-0,0133;-0,2152;-0,5718;7,7764;-4,6513;-0,7125;-0,7618;-0,1638;-0,009
"finir";-0,0325;-0,5239;-6,9623;-6,6871;9,502;0,2608;4,2626;-0,3987;-0,022
"echoué";-0,0067;-0,1076;-1,4299;-2,9303;7,8414;-0,3562;-0,3809;-0,0819;-0,0045
"cas";-0,0133;-0,2152;5,0729;-0,5131;-3,509;-0,7125;0,2888;0,5028;-0,009
"car";-0,0085;0,5696;-0,3298;-0,5859;1,0751;-0,4512;-0,1512;-0,1037;-0,0057
"discussion";-0,0058;-0,0933;0,6132;1,7942;-2,0152;-0,3087;-0,3301;-0,071;-0,0039
"cours";-0,0098;-0,1578;-0,4627;1,2152;0,2954;-0,5225;-0,5586;-0,1201;-0,0066
"michel";-0,008;-0,1291;1,8269;0,509;-1,8498;-0,4275;-0,457;0,6936;-0,0054
"cafard";-0,0062;-0,1004;-1,3345;-2,7349;-2,1703;-0,3325;-0,3555;26,6975;-0,0042
"découvrir";-0,0325;0,9279;-2,2144;2,0992;-1,094;2,7954;-1,8544;-0,3987;-0,022
"forme";-0,0165;0,3398;-0,9198;5,2268;-2,2605;-0,8788;-0,4306;-0,202;-0,0111
"valérie";-0,0067;-0,1076;0,4675;2,413;-2,3253;-0,3562;-0,3809;-0,0819;-0,0045
"nom";-0,0053;0,7452;-0,245;0,3445;-0,5979;0,8821;-0,3047;-0,0655;-0,0036
"non";-0,0196;0,2868;0,4393;3,2194;-5,5241;1,0807;-1,1174;-0,2403;-0,0133
"emmener";-0,0044;0,8174;-0,4148;-0,6271;0,4549;1,0183;-0,2539;-0,0546;-0,003
"nos";-0,012;1,1434;-0,2564;0,8586;-0,5923;-0,6412;-0,6856;0,5409;-0,0081
"en";-0,341;-0,2838;5,5518;3,8661;-7,5576;-0,3547;-8,6513;0,3176;0,3848
"ex";-0,0062;-0,1004;-0,6875;2,8142;-1,3248;-0,3325;-0,3555;0,7922;-0,0042
"et";0,2928;0,9561;-11,3967;0,6372;1,5992;-0,4171;-0,3656;18,3637;0,9686
"album";-0,0067;-0,1076;-0,7594;5,1786;-2,3253;-0,3562;-0,3809;-0,0819;-0,0045
"marine";-0,0062;-0,1004;0,9081;-0,2195;-0,2338;-0,3325;-0,3555;-0,0764;-0,0042
"message";-0,0085;-0,1363;-0,608;-0,36;-1,3366;0,5714;4,2845;-0,1037;-0,0057
"incroyable";1,6929;1,3777;-1,9066;3,3221;-1,4516;-0,475;-0,5078;-0,1092;-0,006
"premier";-0,0298;-0,4808;4,0685;1,9814;-7,7503;0,3182;-1,7019;-0,3659;-0,0202
"presque";-0,0044;-0,0717;1,5104;-0,318;-0,4175;-0,2375;-0,2539;-0,0546;-0,003
"deux";-0,0231;-0,3731;-0,2603;-0,5974;0,9186;0,8483;-1,3207;0,3188;-0,0157
"ligne";-0,0044;-0,0717;0,504;1,5003;-1,5501;-0,2375;-0,2539;-0,0546;-0,003
"étrange";-0,0263;0,599;-5,6264;7,9581;-4,1887;1,4377;-0,4665;-0,3222;-0,0178
"disparaître";-0,0076;-0,122;-0,9068;-0,2386;-0,6958;4,8379;-0,4316;-0,0928;-0,0051
"secrétaire";-0,0129;-0,2081;-1,8552;11,0778;-4,4962;-0,6887;-0,7364;-0,1583;-0,0087
"joli";-0,0076;-0,122;-0,9068;-3,3211;5,9945;-0,4037;-0,4316;0,7158;-0,0051
"leur";-0,1763;-0,6501;-20,8989;-10,7829;25,2299;-1,1853;10,8654;-1,3827;1,5121
"sport";-0,0058;0,7139;0,6132;-0,3343;0,2366;-0,3087;-0,3301;-0,071;-0,0039
"3";-0,0223;-0,3588;1,9039;-3,9319;3,4651;-1,1877;-1,2699;-0,273;-0,0151
"vrai";-0,0071;-0,1148;0,7145;1,0864;-1,0039;-0,38;-0,4062;-0,0873;-0,0048
"près_de";-0,0076;0,6111;1,001;-1,0676;0,3939;0,218;-0,4316;-0,0928;-0,0051
"tropical";-0,0352;-0,202;-7,535;-15,4427;39,0692;-1,877;-2,0069;-0,4315;-0,0238
"maïa";-0,0165;-0,2655;26,1189;-7,2296;-5,7369;-0,8788;-0,9396;-0,202;-0,0111
"prétexte";-0,0356;0,4227;-7,6304;-15,6383;37,6193;-1,9007;-2,0323;-0,437;-0,0241
"explication";-0,0053;-0,0861;0,3653;0,3445;-0,5979;0,8821;-0,3047;-0,0655;-0,0036
"soir";-0,0085;-0,1363;4,3715;-0,9;-0,8767;-0,4512;-0,4824;-0,1037;-0,0057
"media";-0,0044;-0,0717;4,1578;-0,6271;-1,5501;-0,2375;-0,2539;-0,0546;-0,003
"fruit";-0,0049;0,7795;-1,0485;1,8135;-0,5054;-0,2612;-0,2793;-0,06;-0,0033
"glacier";-0,0116;-0,1865;-2,4787;-5,0797;13,5941;-0,6175;-0,6602;-0,142;-0,0078
"européen";-0,012;-0,1937;3,7141;0,615;-3,0861;-0,6412;-0,6856;-0,1474;-0,0081
"ami";-0,0174;0,3233;-1,4383;-0,7171;1,2996;-0,4221;1,1658;-0,2129;1,5738
"certains";1,6329;-0,165;-0,2882;1,8547;-1,2705;-0,1858;-0,584;-0,1256;-0,0069
"faire";-0,14;-0,2288;-3,3803;-0,5686;3,305;0,3906;0,4806;-0,6069;-0,0948
"héros";-0,0058;0,7139;0,3121;-0,3343;-0,3766;-0,3087;0,2738;-0,071;2,0471
"vilain";-0,0044;-0,0717;0,2109;1,5003;-1,5501;-0,2375;0,3539;-0,0546;-0,003
"vendre";-0,0062;-0,1004;-0,6875;-0,4142;1,0293;0,7723;-0,3555;-0,0764;-0,0042
"intervention";-0,0044;0,8174;0,2109;0,5593;-0,4175;-0,2375;-0,2539;-0,0546;-0,003
"loi";-0,0049;-0,0789;1,966;0,4389;-1,7052;-0,2612;-0,2793;-0,06;-0,0033
"chambre";-0,0049;0,7795;-0,4803;-1,2885;1,1058;0,9463;-0,2793;-0,06;-0,0033
"giorgio";-0,0085;-0,1363;-1,8113;8,3817;-2,9455;-0,4512;-0,4824;-0,1037;-0,0057
"vers";-0,0067;-0,1076;-0,7594;1,7911;-1,454;1,3732;-0,3809;-0,0819;-0,0045
"aile";-0,0361;-0,5814;-7,7259;-15,834;17,1324;-1,9245;6,9882;-0,4424;-0,0244
"médecin";-0,0085;-0,1363;-0,608;2,3596;-1,984;1,1127;-0,4824;-0,1037;-0,0057
"iran";-0,008;-0,1291;10,8299;-2,4662;-2,7904;-0,4275;-0,457;-0,0983;-0,0054
"aimer";-0,0071;1,5586;-0,2147;1,0864;-1,5847;0,2343;-0,4062;-0,0873;-0,0048
"vidéo";-0,0098;-0,1578;3,5212;0,2409;-3,4107;-0,1728;-0,5586;-0,1201;1,8199
"réalité";-0,0156;0,3574;0,6187;-0,6495;0,6427;0,25;-0,8888;-0,1911;-0,0105
"visage";-0,0067;-0,1076;0,8049;1,2813;-2,3253;0,2521;-0,3809;-0,0819;-0,0045
"posséder";-0,016;0,9305;-3,4324;-0,9673;2,0307;-0,855;2,4339;-0,1966;-0,0108
"suivant";-0,0053;-0,0861;-0,245;0,6192;-0,308;0,3177;-0,3047;-0,0655;-0,0036
"fr";-0,0044;1,9564;-0,9532;1,5003;-1,5501;-0,2375;-0,2539;0,9277;-0,003
"invasion";-0,0062;-0,1004;-0,338;-0,4142;1,0293;-0,3325;0,2527;-0,0764;-0,0042
"documentaire";-0,0049;-0,0789;4,7786;-1,2885;-0,9478;-0,2612;-0,2793;-0,06;-0,0033
"cet";-0,012;1,1434;-1,6916;1,9077;-3,0861;1,8906;0,3388;-0,1474;-0,0081
"ces";-0,0619;0,3996;-7,6372;-1,2409;9,3732;-1,7103;0,5752;-0,3184;-0,0419
"base";-0,0067;0,6586;-1,4299;-0,2804;-0,5281;2,1673;0,6816;-0,0819;-0,0045
"dire";-0,0156;0,9508;0,6187;0,4194;-1,1891;0,9448;-0,8888;-0,1911;-0,0105
"selon";-0,0182;-0,2942;-0,5587;6,497;-4,1277;-0,2031;-1,0412;-0,2239;-0,0123
"diffuser";-0,0125;-0,2009;1,8759;2,1434;-4,3411;-0,665;-0,711;-0,1529;-0,0084
"tf1";-0,0205;0,2738;9,7786;-1,5832;-7,133;1,4662;-1,1682;-0,2512;-0,0139
"téléspectateur";-0,0044;-0,0717;3,1048;-0,318;-1,5501;-0,2375;-0,2539;-0,0546;-0,003
"véritable";-0,008;-0,1291;-0,2893;2,0741;-1,2236;0,2032;-0,457;-0,0983;-0,0054
"charlotte";-0,0049;-0,0789;0,8106;1,2217;-1,7052;-0,2612;-0,2793;-0,06;-0,0033
"aussi";0,8251;0,5841;-4,7041;-8,4401;12,2416;-0,8261;2,7803;0,2301;-0,0476
"jour";-0,0156;-0,2511;1,1655;1,6577;-1,5727;-0,8313;-0,8888;-0,1911;-0,0105
"justice";-0,0049;-0,0789;-0,2026;2,5709;-1,7052;-0,2612;-0,2793;-0,06;-0,0033
"international";-0,0049;-0,0789;3,6766;-0,7509;-0,9478;-0,2612;-0,2793;-0,06;-0,0033
"événement";-0,0071;-0,1148;-0,2147;1,0864;-0,6101;-0,38;0,2164;-0,0873;-0,0048
"voler";-0,0396;-0,6388;-7,1301;-14,2786;17,7845;-2,1147;6,304;-0,4862;-0,0268
"culture";-0,0138;-0,2224;-0,3884;3,4461;-2,8066;-0,7362;-0,7872;2,1722;-0,0093
"portrait";-0,0062;-0,1004;0,2669;-1,1515;0,6579;0,7723;-0,3555;0,7922;-0,0042
"effet";-0,0062;-0,1004;0,5351;-0,2195;-0,2338;0,2717;-0,3555;-0,0764;-0,0042
"sophia";-0,0044;-0,0717;-0,9532;4,4109;-1,5501;-0,2375;-0,2539;-0,0546;-0,003
"créature";-0,0151;0,9718;-3,2416;10,4628;-5,2716;-0,3434;-0,8634;-0,1856;-0,0102
"planète";-0,0708;1,3216;-9,2609;-8,0691;15,2222;-0,8381;3,5542;-0,869;-0,0479
"docteur";-0,0049;-0,0789;-0,4803;0,4389;-0,2448;0,9463;-0,2793;-0,06;-0,0033
"grand";-0,0361;0,416;4,0705;0,5144;-2,1832;-0,7255;-2,0577;-0,4424;-0,0244
"000";-0,0062;0,6852;-0,6875;-0,4142;1,501;-0,3325;-0,3555;-0,0764;-0,0042
