"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_CanalFamily";"X.chaine_D17";"X.chaine_Direct8";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_FranceO";"X.chaine_Gulli";"X.chaine_LaCinquième";"X.chaine_M6";"X.chaine_MonteCarloTMC";"X.chaine_NRJ12";"X.chaine_NT1";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1";"X.chaine_TFX";"X.chaine_W9"
"effet";4,07;0,44;0;0,27;0;0;0;0;0;0,06;0,39;0;3,23;0;0,61;0,46;0;0;0;0;0,2;0,19;0;0
"sophia";0;0;0;0,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56;0;0
"créature";0;0;0;0,41;0;0;0;0,18;0;0;0;0;3,23;0;0,61;0;0;1,82;0;3,96;4,03;0,19;0;0
"planète";4,07;0;0;4,8;0;0;0;0,36;2,33;5,17;1,18;0;8,62;0;1,83;0,46;3,98;1,82;0;2,97;0,81;0,38;0;0
"docteur";0;0;0;0,27;0;0;0;0,72;0,47;0,06;0;0;0;0;0;0;0;0;0;0;0;0,56;0;0
"grand";0;1,76;1,3;1,65;0;0;1,6;0,9;3,26;0,12;2,35;0;4,31;0;1,22;2,3;0;0;0;0,99;2,22;1,51;0;0
"000";0;0;0,32;0;0;0;0;0,54;2,8;0;0;0;0;0;0;0,23;0;0;0;0;0,6;0;0;0
"coup";0;0;0;0,14;0;0;0,64;0;0,47;0;0;0;0;0;1,83;0;0;3,65;0;0;0;0,38;0;0
"autres";0;0;0,32;1,37;0;0;0;1,44;0;5,11;2,35;0;0;0;0,61;0;0,57;0;6,41;2,97;2,01;0,94;0;0
"pierre";0;0;0;0,82;0;0;0,96;0,18;0;0;2,35;0;0;0;0;0,46;0;0;0;0;0,2;0,56;0;0
"jouer";0;0,44;0;0,27;0;0;0;0,36;0;0;0,39;0;0;0;1,22;0,23;0,57;0;0;0;0;0,75;0;0
"jamais";0;0;0,32;0;0;0;0,64;0,72;0;0;0,39;0;0;0;0;0;0;0;0;0;1,21;0,38;0;0
"être";24,39;18,45;13,96;21,94;24,69;0;20,54;25,27;27,05;19,7;25,87;38,46;24,78;22,22;32,34;16,8;32,37;31,02;35,26;35,61;36,87;25,24;20,41;36,36
"hapsatou";0;0;3,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pauline";0;0;0;2,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cryogénisé";0;0;0;0,14;0;0;0;0;0;0;0;0;0;0;0;0;23,85;0;0;0;0;0;0;0
"rester";0;0,44;0;0,55;0;0;1,28;0;0,47;0,06;0,39;0;0;0;1,83;0;0;1,82;0;0;2,01;1,13;0;0
"visite";0;0,44;0;0,14;0;0;0;0,18;0;0;0;0;1,08;0;0;0,23;0,57;1,82;0;2,97;1,41;0,38;0;0
"structure";0;0;0;0;0;0;0;0,36;0;0;0;0;0;0;0;0;0;0;0;0;2,42;0;0;0
"peut_être";0;0;0;0;0;0;0;0,36;0,93;0;0;0;0;0;0,61;0;0;0;0;2,97;0,81;0,56;0;0
"utiliser";8,13;0,44;0;0,27;0;0;0;0,9;0,93;0,06;0;0;0;0;0;0,46;0;0;0;0,99;1,01;0;0;0
"rencontre";0;0;0;0,41;0;0;0;0,72;0;0;1,18;0;0;0;0;0,92;0;1,82;0;2,97;1,01;0,75;0;0
"supervilains";0;0;0;1,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"suite";0;0,44;2,92;0;12,35;0;0;0,54;0,47;0;0;0;0;0;0;0,23;0;0;0;0;0,2;0,19;0;0
"scientologie";0;0;0;0;0;0;0;2,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"apprendre";0;0;0;0;0;0;0,32;0,36;0;0,06;0,39;0;1,08;0;0;0;0;0;0;0,99;0;0,75;0;0
"avoir";12,2;9,67;9,09;12,07;0;0;25,67;20,21;20,06;35,79;16,46;0;10,78;0;15,25;16,8;27,83;21,9;19,23;42,53;31,03;13,37;20,41;18,18
"michael";0;0;0;0,82;0;0;0,32;0,18;0;0;0;0;0;0;0;0,46;0;0;0;0;0;0,19;0;0
"élection";0;3,08;0,32;0;0;0;0,32;0;0;0;0;0;0;0;0;1,15;0;0;0;0;0;0;0;0
"jump";0;0;0;0;0;0;0;0;0;5,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cela";0;0,88;0;0;0;0;0,64;0,54;0;0;0,39;0;0;0;0,61;0;0;0;0;0,99;0,4;0,19;0;0
"gens";0;0;3,57;0,27;0;0;0;0,18;0;0;0;0;0;0;0;0,23;0;0;0;0,99;0,2;0;0;0
"danger";0;0;0;0,82;0;0;0;0;0;5,05;0;0;0;0;0,61;0;0;0;0;0;0;1,13;0;0
"français";0;3,95;3,9;0,55;0;0;0,32;0,9;0;0;2,35;0;0;0;1,22;2,76;0;0;0;0;0;0,19;0;0
"gitan";0;0;4,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"volant";0;0;0;0,55;12,35;0;0;0;1,87;0,06;1,57;0;2,16;0;2,44;0,23;0;0;0;1,98;0,81;0,38;0;0
"entrer";0;0;0;0,14;0;0;0,32;0,18;0;0;0;0;3,23;0;0;0,46;0;0;3,21;0;1,01;0,38;0;0
"heure";0;0;0;0,69;0;0;0,32;0,18;0;0;3,53;0;0;0;0,61;0;0;0;0;0;0;0;0;0
"également";0;0,44;0,32;0,41;0;0;0,32;0,18;0;0;0,78;0;0;0;1,22;0,69;0;0;0;0;0,4;0,56;0;0
"rencontrer";0;0;0;0,96;0;0;0;0,54;0,93;0,06;0;0;2,16;0;0,61;0;0;0;0;0;1,01;0,75;0;0
"représentant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,01;0,19;0;0
"avocat";0;0,44;5,19;0;0;0;0;0,54;0;0;0,39;0;0;0;0;0,92;0;0;0;0;0;0;0;0
"cause";0;0,44;0;0,14;0;0;0,64;0,18;0,47;0,12;0;0;0;0;0,61;0,23;0;0;0;0,99;0;0;0;0
"université";0;0,44;0;1,23;0;0;0;0,36;0;0;0;0;0;22,22;0,61;0,23;0;0;0;0;0;0;0;0
"lancer";0;0;0,32;0,41;0;0;1,6;0,18;0;0,06;1,18;0;0;22,22;1,22;0,23;0,57;0;0;0;0;0,38;0;0
"ovni";0;0,88;0,32;1,78;0;0;0,64;1,44;2,8;0,12;3,53;0;0;22,22;2,44;0,69;0;1,82;0;0;3,22;0,56;0;0
"adopter";0;0;0;0;0;0;0;0,36;0,47;5,05;0;0;0;0;0;0,23;0;0;0;0;0;0,19;0;0
"sy";0;0;3,57;0;0;0;0;0;0;0;0;0;0;0;0;2,99;0;0;0;0;0;0;0;0
"liste";0;0;0;0;0;0;0;0,18;0;0;0,39;0;0;0;0;0,23;0;0;0;0,99;0;1,32;0;0
"âge";0;0;0;0;0;0;0;0;0,47;0;0,39;0;0;0;0,61;0;0;1,82;0;0;1,41;0,56;0;0
"jaune";0;0;6,82;0;0;0;0,32;0;0;0;0;0;1,08;0;0;0;0;0;0;0;0;0;0;0
"maintenant";0;0;0;0,55;0;0;0,32;0,36;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0,75;0;0
"laurent";0;0;0;0;0;0;1,93;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"réaliser";4,07;0;0;0,14;0;0;1,28;1,26;0;0,06;0;0;0;0;0;0,46;0,57;0;0;0;0,2;0,75;0;0
"courir";0;0;0;0;0;0;0;1,62;0,47;5,05;0;0;0;0;0;0;0;0;0;0;0;0,56;0;0
"rubrique";0;0,88;0,65;0;0;0;0;0;0;0;0,39;0;0;0;0;0;0;0;0;0;0;1,32;0;0
"trouver";0;0,44;0;0,82;0;0;0;1,08;1,4;0,06;2,35;0;3,23;0;0,61;0;1,7;0;0;0,99;2,42;2,64;0;0
"mohammed";0;0;3,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"j";0;0;0;0;0;0;0;1,44;1,87;0;0,39;0;0;0;0,61;0;0;0;0;0;0;0;0;0
"média";0;0;0,97;0;0;0;0;0,36;0,47;0;0;0;0;0;0;1,61;0;0;0;0;0;0;0;0
"preuve";0;0;0;0,14;0;0;0;0;0;0;0;0;0;0;0,61;0;0;0;0;3,96;5,44;0;0;0
"macron";0;1,76;0,32;0;0;0;0;0;0;0;1,18;0;0;0;0;1,61;0;0;0;0;0;0;0;0
"luc";0;0,44;7,47;0,14;0;0;0,32;0,18;0;0;0,39;0;0;0;0;0,46;0;0;0;0;0;0;0;0
"lui";4,07;0,44;0;4,66;12,35;0;0,96;2,35;2,8;0,25;2,74;0;3,23;0;0,61;0,46;0,57;5,47;0;0;2,42;7,91;0;0
"ukrainien";0;0,44;0;0;0;0;0;0;0;0;0;0;0;0;0;2,3;0;0;0;0;0;0;0;0
"police";0;0;9,42;0,55;0;0;0,32;0,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0,19;0;0
"animateur";0;0;0,32;0;0;0;2,89;0,18;0;0;0;0;0;0;1,22;0;0;0;0;0;0;0,56;0;0
"paranormal";0;0;0;0;0;0;0,64;0,54;0,47;0;0;0;0;0;0,61;0,23;0;0;0;0;0,4;0;0;0
"vinci";0;0;0;0;0;0;0;0;0;1,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"carrière";0;0;0;0,27;0;0;0,96;0,54;0,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"examiner";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,02;0,19;0;0
"46";0;0,44;0,97;0,41;0;0;1,6;0;0;0;0;0;0;0;0;0,46;0;0;0;0;0;0;0;0
"femme";0;1,76;0;0,82;0;0;0,96;1,99;1,87;0;0;0;0;0;2,44;0,69;0;3,65;0;0;0;2,45;0;0
"région";0;0,44;0;0,14;0;0;0,32;0,54;0;0;0;0;1,08;0;0;0,46;0;0;0;0;0,2;0;0;0
"moins";0;0;0;0;0;0;0,32;0,36;0,47;0;0,39;0;0;0;0;0;0;0;0;0;1,01;0,19;0;0
"persuader";0;0;0;0,14;0;0;0;0,36;0,93;0,19;0;0;1,08;0;4,27;0;0,57;0;0;0,99;0;1,32;0;0
"yacine";0;0;0;2,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"général";4,07;0;8,77;0,41;0;0;0;0,54;0;0;0;0;0;0;0;0;0;0;0;0;0;1,51;0;0
"eau";0;0;0;0;0;0;0,32;0,36;0;3,24;0,39;0;0;0;0;0;0;0;0;0;0;0,38;0;0
"étude";0;0;0;0,69;0;0;0;0,36;0;0;0;0;0;0;1,22;0,23;0;0;0;0;0;0;0;0
"laporte";0;0;3,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"inconnu";0;0,44;0;0,41;0;0;0,32;0;0;0;0;0;0;0;0;0;0;0;0;0,99;0,2;0,75;0;0
"chercher";0;0;0;1,1;0;0;1,28;0,36;0,47;0,25;0;0;3,23;0;0;0;0;0;0;0,99;0;0,94;0;0
"eric";0;0,88;7,79;0,27;0;0;0,64;0,72;0;0;0;0;0;0;0;2,99;0;0;0;0;0;0;0;0
"pernin";0;4,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"arrêter";0;0;0;0,27;0;0;0,96;0,18;0,47;0;0,78;0;1,08;0;0,61;0;0;0;0;0;0;0,19;0;0
"star";0;0;0;0,27;0;0;2,89;0,72;0,47;0,12;0;0;0;0;0;0,46;0;3,65;0;0;0;0,94;0;0
"fois";0;1,32;0,32;0,41;0;0;0,64;0,36;0,93;3,43;1,18;0;0;0;1,83;0,23;0,57;0;0;0;0,4;0,38;0;0
"parole";0;0,44;4,87;0;0;0;0;0,18;0;0;0,39;0;0;0;0;2,07;0;0;0;0;0;0,19;0;0
"aider";8,13;0;0;0,41;0;0;0;0,18;0;0,06;0,78;0;3,23;0;0,61;0,46;0;0;0;0;0;0;0;0
"aux";4,07;13,62;0,32;3,15;0;0;1,6;5,96;0,93;0,12;3,14;0;10,78;0;4,27;5,06;0,57;9,12;0;4,95;5,04;2,82;0;0
"siècle";0;0;0;0,27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,97;1,21;0,19;0;0
"voix";0;0,88;0;0;12,35;0;0;0;0,47;0;0,39;0;0;0;1,22;1,15;0;0;0;0;0;0,56;0;0
"réputation";0;0;0;2,33;0;0;0,32;0;0;0;0;0;0;0;1,22;0;0;0;0;0;0;0;0;0
"voir";4,07;3,08;0,32;1,1;0;0;0,96;0,9;1,4;0,06;0;0;5,39;22,22;2,44;0,46;0,57;1,82;12,82;0,99;0,4;1,32;0;0
"légende";0;0,44;0;0,14;0;0;0;0;0;0,12;0,78;0;0;0;0;0;0;0;0;2,97;0,81;0,94;0;0
"force";0;0,44;0,65;0,82;0;0;0;0,36;0;0,06;0,39;0;0;0;0,61;0,23;0;0;0;1,98;0;0,19;10,2;0
"histoire";0;1,76;0;0,41;24,69;0;0;1,08;1,4;0;1,57;0;0;0;1,22;1,15;1,14;0;0;3,96;3,22;0,38;0;0
"new";0;0;0;0,41;0;0;1,28;0,18;0;0;0;0;1,08;0;0;1,15;0;0;0;0;0;0;0;0
"propre";0;0;0;0;0;0;0;0,54;0,93;5,05;0,78;0;0;0;0;0;0;1,82;0;0,99;0,4;0,38;0;0
"aujourd_hui";0;0;0;0,14;0;0;0,32;1,44;0,47;5,05;1,96;0;1,08;0;1,22;0,23;0;1,82;9,62;0,99;1,41;0;0;0
"omar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,99;0;0;0;0;0;0;0;0
"arme";0;0;0;0,41;0;0;0,32;0;0;0,12;0;0;0;0;0;0;0;0;0;1,98;0,2;0,19;0;0
"dettinger";0;0;13,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"quotidien";0;2,2;0,65;0,55;0;0;0;1,62;0,47;0;0,39;0;1,08;0;0,61;0,23;0;0;0;0;0;0;0;0
"géant";0;0;0;0,27;0;0;0;0;0,47;0,06;1,18;0;0;0;0;0;0;0;0;0;1,81;0,56;0;0
"quoi";0;0;0;0;0;0;0;0,18;0;1,62;0,39;0;0;0;0;0;0;1,82;0;0;0,2;0,19;0;0
"suggérer";0;0,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,98;2,01;0;0;0
"afin";4,07;0,44;0;0,82;0;0;0;0;1,4;0;0,78;0;0;0;1,83;0,23;0;0;0;0;0,2;0,38;10,2;0
"famille";0;0,44;0;1,1;0;0;0,64;2,35;0,47;0,19;0,39;0;0;0;0,61;0;0;0;0;0;0;1,32;0;0
"vivre";0;0;0;0,55;0;0;0,64;3,25;0;0;0,39;0;0;0;0,61;0,46;0,57;3,65;0;0,99;0,81;1,13;0;0
"comportement";0;0;4,55;0,14;0;0;0;0;0;0;0;0;1,08;0;0,61;0;0;0;0;0;0;0;0;0
"aide";0;0;0;0,69;0;0;0,32;0,36;0,47;0,06;0;0;1,08;0;1,83;0;0;1,82;0;0,99;0;0,19;0;0
"créer";4,07;0,88;0;0,82;0;0;0,32;0,72;0;0;0,39;0;5,39;0;1,22;0,23;0;1,82;0;0;0;0;0;0
"acteur";0;0;0;0,41;0;0;0;0,18;0;0;0;0;0;0;0;5,98;0;0;0;0;0;1,32;0;0
"surprise";0;0;0,32;0,14;0;0;0;0,18;0,47;0,12;0;0;0;0;0,61;0,23;0;0;0;0;0;0,38;0;0
"sauver";0;0;0;0,96;0;0;0;0,18;0,93;6,55;0,39;38,46;2,16;0;1,83;0;0,57;0;0;0;0;0,19;0;0
"entraîner";0;0;0;0,27;0;0;0,32;0;0;5,05;0;0;0;0;0;0;0;1,82;0;0;0;0;0;0
"attaque";0;0;0;1,51;0;0;0;0;0;0,06;0,39;0;0;0;0,61;0,23;0,57;0;0;0;0;1,32;10,2;0
"école";0;0;0;0,96;0;0;0;0,72;0,47;0,06;0,39;0;0;0;0,61;0,23;0;1,82;0;0;0;1,51;0;0
"chroniqueur";0;7,91;2,92;2,88;0;0;0;4,69;0;0;0,78;0;0;0;0;11,05;0;0;0;0;0;0;0;0
"syndicat";0;0;4,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"avion";0;0,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0,69;0;0;0;0;0,2;0,94;0;0
"terrestre";0;0;0;0,55;0;0;0;0,18;0,47;0;0;0;0;0;1,22;0,23;0;0;0;0;0;1,13;0;0
"don";0;0;0,32;0,14;0;0;0,32;0;0;0;0;0;0;0;0,61;0;1,14;0;0;1,98;0;0,38;0;0
"doo";0;0;0;0;0;0;0;0;4,66;0,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"christopher";0;0;0,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,45;0;0
"traverser";0;0;0;2,06;0;0;0;0,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"julien";0;0;0;0,55;0;0;0,32;0,18;0;0;0;0;0;0;0;11,05;0;0;0;0;0;0;0;0
"cabrol";0;4,83;0;0;0;0;0;0;0;0;0,39;0;0;0;0;2,53;0;0;0;0;0;0;0;0
"02";0;0,88;0,65;0;0;0;1,93;0;0;0;0;0;0;0;0;2,76;0;0;0;0;0;0;0;0
"03";0;0,44;0,65;0;0;0;0,96;0;0;0;0;0;0;0;0;1,84;0;0;0;0;0;0;0;0
"00";0;0,44;5,84;0,14;0;0;1,93;0;0;0;0;0;0;0;0;1,84;0;0;0;0;0;0;0;0
"01";0;0;1,95;0;0;0;1,93;0;0;0;0;0;0;0;0;3,22;0;0;0;0;0;0;0;0
"07";0;0;1,95;0;0;0;1,93;0;0;0;0;0;0;0;0;1,61;0;0;0;0;0;0;0;0
"04";0;0,88;1,3;0;0;0;0,32;0;0;0;0;0;0;0;0;2,3;0;0;0;0;0;0;0;0
"05";0;0,44;2,6;0;0;0;0,64;0;0;0;0;0;0;0;0;1,61;0;0;0;0;0;0;0;0
"08";0;0,44;1,3;0;0;0;0,96;1,08;0;0;0;0;0;0;0;0,69;0;0;0;0;0;0;0;0
"09";0;0,44;1,3;0,27;0;0;1,6;0;0;0;0;0;0;0;0;1,84;0;0;0;0;0;0;0;0
"sorte";0;0;0;0,41;12,35;0;0,32;0,36;0;0,06;0,39;0;0;0;0;0;0;0;0;0;0;0,75;0;0
"confronter";0;0;0;0,14;0;0;0;0,18;1,4;0;0,39;0;0;0;0,61;0,23;0;0;0;0;0;0,38;0;0
"une";16,26;7,03;2,6;16,45;12,35;71,43;9,95;17,33;16,32;25,5;10,19;0;8,62;22,22;24,41;8,29;9,09;23,72;3,21;12,86;16,52;22,98;20,41;54,55
"scientifique";0;0;0;0,82;0;0;1,28;0,54;0,47;0,44;0,78;0;0;0;0;0,23;0;0;6,41;2,97;1,61;0,19;0;0
"mathieu";0;4,39;0;0;0;0;0;0;0;0,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"il";0;5,71;3,57;8,36;12,35;0;10,91;7,76;13,53;10,66;7,84;38,46;12,93;44,44;15,25;7,13;27,26;20,07;3,21;7,91;10,88;13,37;10,2;18,18
"amour";0;0;0;0,14;0;0;0,96;0,54;0,93;0;0,39;0;0;0;0,61;0;0,57;3,65;0;0;0;0;0;0
"théoricien";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,93;4,43;0;0;0
"quand";0;0;0;1,23;0;0;0;1,26;1,87;0,06;1,18;0;0;0;3,05;0;0;3,65;0;0;0;0,56;0;0
"livre";0;2,2;0,32;1,1;0;0;0,64;0,9;0,47;0;0,39;0;0;0;0;1,84;0;0;0;0;0,6;0;0;0
"elle";20,33;3,51;0;3,15;0;0;11,23;11,91;3,73;0,44;4,31;0;5,39;0;3,66;3,68;0;12,77;6,41;1,98;2,01;11,3;0;0
"vieux";0;0;0;0,14;0;0;0;0;0,47;0,06;0,39;0;0;0;0,61;0;0;0;0;1,98;0;1,51;0;0
"kid";0;0;0;0;0;0;0;0,18;0,47;0;0;0;0;0;4,88;0;0;0;0;0;0;0,56;0;0
"neptuna";0;0;0;0;0;0;0;0;0;0;3,92;0;0;0;0;0;0;0;0;0;0;0;0;0
"nicolas";0;0;0;0,14;0;0;0,64;0,72;0;0;0;0;0;0;0;0,46;0;0;0;0;0;0,19;0;0
"royal";0;0,44;0;0,14;0;0;0,32;0;0;0;0,39;0;0;0;0;0,46;0;0;0;0;0;0,94;0;0
"musique";0;0,88;0;0,41;0;0;0,96;0;0,47;0;0,39;0;2,16;0;0;0,23;0;0;0;0;0;0,19;0;0
"revel";0;0;3,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"super";0;0;0;0,41;0;0;0;0,18;0;6,86;1,57;0;0;0;0;0;0;0;0;0;0;0,19;0;0
"magazine";0;0;0,32;0,14;0;0;0,64;1,08;0;0;1,18;0;0;0;0;0,23;0;0;0;0;0;0,19;0;0
"maître";0;2,64;0;0;0;0;0;0,54;2,33;0;0;0;1,08;0;0;0;0;0;0;0;0;0;0;0
"lieu";4,07;0;0;0,27;12,35;0;0;0,18;0,47;0;0;0;3,23;0;0,61;0;0;0;0;0,99;0,2;0,94;0;0
"batman";0;0;0;0;0;0;0;0;0;6,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"très";0;1,32;0;1,1;0;0;0,64;2,35;3,26;1,62;2,35;0;4,31;22,22;1,83;0,46;0;1,82;0;0;0,4;0,19;10,2;0
"mystérieux";0;0;0;0,41;0;0;0;0,18;0,93;0,06;0;0;0;0;0;0,23;0,57;0;0;2,97;2,22;1,13;0;0
"petit";0;0;0;2,06;0;0;0,64;2,53;4,66;9,98;6,66;0;1,08;0;2,44;2,3;0;0;0;0;0;3,01;0;0
"décider";4,07;0;0;1,1;0;0;0;0,54;0,47;0,06;0,78;0;2,16;22,22;2,44;0,23;1,7;0;0;0;0;1,51;0;0
"corbière";0;0;4,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dieu";0;0;0;0;0;0;1,28;0;0;0;0;0;0;0;0;0;0;0;0;2,97;2,01;0,38;0;0
"chrono";0;0;0;0;0;0;0;0;0;1,62;0;0;0;0;0;0;0;0;0;0;0;0,38;0;0
"mazaurette";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,44;0;0;0;0;0;0;0;0
"laure";0;0;0;0;0;0;0,32;0,18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,79;0;0
"ville";0;0,44;0;1,37;0;0;0,32;0,36;1,87;0,19;0,39;0;1,08;0;0,61;0,23;0,57;0;0;0,99;0,4;0,19;0;0
"etats";0;0,44;0;0,41;0;0;0;0,36;0;0;0;0;3,23;0;0;0,46;0;0;0;0,99;0,4;0;0;0
"accompagner";0;0,44;0;0,27;0;0;0;0,54;0,93;0;0,39;0;0;0;0,61;0;0;0;0;0;0;0,94;0;0
"voiture";0;0;0;0,55;0;0;0;0;0;0;0,39;0;0;0;0;0,23;0;0;0;0;0;1,32;0;0
"boy";0;0;0;0;0;0;0;0;0;3,43;0;0;4,31;0;0;0;0;0;0;0;0;0;0;0
"père";0;0;0;0,41;0;0;0,64;0,72;0,93;0;0,78;0;0;0;0;0;1,7;0;0;0;0;3,2;0;0
"bon";0;0;0;0;0;71,43;0;1,44;0;0;0,78;0;1,08;0;1,22;0,46;0;1,82;0;0;0;0;0;0
"margot";0;0;0;1,51;0;0;0;0;0;0,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"univers";0;1,32;0;0;0;0;0,32;0,18;0,93;5,11;0,78;0;0;0;0,61;0;0;0;0;0;1,21;0;0;0
"france";0;6,15;4,87;0,55;0;0;9,95;1,62;1,4;0;3,92;0;1,08;0;0,61;3,91;0;0;0;0;0;0,38;0;0
"équipe";4,07;0;0,32;0,69;0;0;0;0,18;0,93;0;0,39;0;1,08;0;0,61;2,07;1,7;0;0;0;0,2;0,38;0;0
"vous";0;0,44;4,87;0,41;0;0;0,32;5,05;0;0;1,18;0;0;0;0,61;0,23;0;3,65;0;0;0;0,19;0;0
"militaire";8,13;0,44;0;0,82;0;0;0;0,18;0;0;0,39;0;0;0;0;0;0;0;0;1,98;0,2;1,88;10,2;0
"sous";12,2;0,44;0;0,27;0;0;0,64;0,72;0;0,06;0;0;0;0;0;0;0,57;0;3,21;0;2,01;1,32;0;0
"agent";0;0;0;0,14;0;0;0,96;0,18;0;0;0;0;0;0;2,44;0;1,7;0;0;0;0;0,19;0;0
"mal";0;0,44;0;0,27;0;0;0,32;0,9;0;0;0;0;0;0;0,61;0,23;0;0;0;0;0;0,38;0;0
"avant";0;0,44;0,32;0,27;0;0;0,32;1,26;0,93;0;0,78;0;1,08;0;0,61;0;0;3,65;0;0;0;0,56;0;0
"nous";0;1,32;0,65;1,23;0;0;0,32;3,97;2,33;0,12;1,96;0;0;0;3,05;0,23;0;1,82;25,64;0;4,03;2,64;0;0
"spécialiste";0;5,71;0;0,27;0;0;0;0,9;0;0;0,39;0;0;0;0,61;3,45;0;1,82;0;1,98;0;0;0;0
"mais";0;0;0,32;4,25;0;0;0,32;3,07;3,73;10,72;4,7;0;6,47;0;4,27;0,69;0,57;9,12;0;0,99;2,62;6,4;0;0
"main";0;0,44;0;0,14;0;0;0;0,18;1,87;0;0;0;0;0;0;0,23;0;1,82;0;0;0;0,75;0;0
"nouveau";4,07;1,76;0,65;2,06;0;0;1,28;1,26;1,87;0,31;1,96;0;5,39;0;3,05;2,53;23,85;1,82;0;0,99;2,22;0,94;20,41;0
"ancien";0;0,44;11,36;0;12,35;0;1,93;1,08;0;1,43;1,18;0;2,16;0;0,61;1,38;0;0;12,82;9,89;12,69;0,38;0;0
"agir";0;0;0;0,27;0;0;0,64;0;0;0,19;1,18;0;0;0;2,44;0,46;0;1,82;0;1,98;0,81;1,32;0;18,18
"homme";0;0,44;0,65;3,02;0;0;1,93;0,9;0,93;0;3,53;0;0;22,22;3,05;0,92;0;0;0;6,92;3,43;3,2;10,2;0
"ministre";0;1,32;2,27;0;0;0;0;0,36;0;0;0,78;0;0;0;0;2,76;0;0;0;0;0,4;0;0;0
